"author1"	"author2"	"pubs"	"pubIDs"
"Bauermeister J"	"shaw pa"	"0"	""
"Bauermeister J"	"stallings v"	"0"	""
"Bauermeister J"	"steenhoff ap"	"0"	""
"Bauermeister J"	"stevens r"	"0"	""
"Bauermeister J"	"su lf"	"0"	""
"Bauermeister J"	"TEBAS P"	"0"	""
"Bauermeister J"	"Teitelman A"	"0"	""
"Bauermeister J"	"Tomescu C"	"0"	""
"Bauermeister J"	"van duyne g"	"0"	""
"Bauermeister J"	"VILLARRUEL A"	"1"	"25305027"
"Bauermeister J"	"WEINER DB"	"0"	""
"Bauermeister J"	"Weissman D"	"0"	""
"Bauermeister J"	"WHERRY EJ"	"0"	""
"Bauermeister J"	"Wood s"	"0"	""
"Bauermeister J"	"WOODY GE"	"0"	""
"Bauermeister J"	"YEHIA B"	"0"	""
"Bauermeister J"	"YOU J"	"0"	""
"Bauermeister J"	"Yuan Y"	"0"	""
"Bauermeister J"	"ZETOLA N"	"0"	""
"BETTS M"	"BHANDOOLA A"	"0"	""
"BETTS M"	"BISSON GP"	"0"	""
"BETTS M"	"BLANK MB"	"0"	""
"BETTS M"	"blumberg ea"	"0"	""
"BETTS M"	"brady ka"	"0"	""
"BETTS M"	"brawner b"	"0"	""
"BETTS M"	"BUSHMAN F"	"0"	""
"BETTS M"	"CANCRO M"	"0"	""
"BETTS M"	"CATON A"	"0"	""
"BETTS M"	"chang km"	"0"	""
"BETTS M"	"chhatre s"	"0"	""
"BETTS M"	"COHEN GH"	"0"	""
"BETTS M"	"COLLMAN R"	"1"	"27021071"
"BETTS M"	"DOUGLAS SD"	"0"	""
"BETTS M"	"DOWSHEN N"	"0"	""
"BETTS M"	"EISENBERG RJ"	"0"	""
"BETTS M"	"Eisenlohr L"	"0"	""
"BETTS M"	"EPPERSON CN"	"0"	""
"BETTS M"	"Evans DL"	"0"	""
"BETTS M"	"friedman hm"	"0"	""
"BETTS M"	"GHOSE T"	"0"	""
"BETTS M"	"GROSS R"	"0"	""
"BETTS M"	"grover s"	"0"	""
"BETTS M"	"HAHN BH"	"0"	""
"BETTS M"	"Hahn SM"	"0"	""
"BETTS M"	"HOXIE J"	"1"	"26937037"
"BETTS M"	"HUNTER CA"	"2"	"25024368,24722202"
"BETTS M"	"jarvis jn"	"0"	""
"BETTS M"	"JEMMOTT J"	"0"	""
"BETTS M"	"JEMMOTT L"	"0"	""
"BETTS M"	"JOHNSON PR"	"0"	""
"BETTS M"	"JORDAN-SCIUTTO K"	"0"	""
"BETTS M"	"JUNE CH"	"0"	""
"BETTS M"	"koenig h"	"0"	""
"BETTS M"	"Kohler HP"	"0"	""
"BETTS M"	"KOHLI RM"	"0"	""
"BETTS M"	"KOLSON D"	"0"	""
"BETTS M"	"kovaric cl"	"0"	""
"BETTS M"	"LANGLEBEN DD"	"0"	""
"BETTS M"	"LIEBERMAN PM"	"0"	""
"BETTS M"	"LIU C"	"0"	""
"BETTS M"	"Lo Re V"	"0"	""
"BETTS M"	"LOWENTHAL ED"	"0"	""
"BETTS M"	"Mcguire JL"	"0"	""
"BETTS M"	"METZGER DS"	"0"	""
"BETTS M"	"MONTANER L"	"1"	"29669853"
"BETTS M"	"Moore JH"	"0"	""
"BETTS M"	"morroni c"	"0"	""
"BETTS M"	"O'doherty U"	"0"	""
"BETTS M"	"OBRIEN CP"	"0"	""
"BETTS M"	"ratcliffe s"	"2"	"27486665,24829340"
"BETTS M"	"RILEY JL"	"0"	""
"BETTS M"	"ROBERTSON ES"	"0"	""
"BETTS M"	"ROSS R"	"0"	""
"BETTS M"	"rutstein r"	"0"	""
"BETTS M"	"sawinski d"	"0"	""
"BETTS M"	"SCHNOLL RA"	"0"	""
"BETTS M"	"schulman ln"	"0"	""
"BETTS M"	"SCOTT PA"	"0"	""
"BETTS M"	"SHAW GM"	"1"	"28036372"
"BETTS M"	"shaw pa"	"0"	""
"BETTS M"	"stallings v"	"0"	""
"BETTS M"	"steenhoff ap"	"0"	""
"BETTS M"	"stevens r"	"0"	""
"BETTS M"	"su lf"	"1"	"29626170"
"BETTS M"	"TEBAS P"	"1"	"29669853"
"BETTS M"	"Teitelman A"	"0"	""
"BETTS M"	"Tomescu C"	"1"	"29669853"
"BETTS M"	"van duyne g"	"0"	""
"BETTS M"	"VILLARRUEL A"	"0"	""
"BETTS M"	"WEINER DB"	"1"	"25943275"
"BETTS M"	"Weissman D"	"0"	""
"BETTS M"	"WHERRY EJ"	"3"	"29652923,25883386,25172499"
"BETTS M"	"Wood s"	"1"	"26884149"
"BETTS M"	"WOODY GE"	"0"	""
"BETTS M"	"YEHIA B"	"0"	""
"BETTS M"	"YOU J"	"0"	""
"BETTS M"	"Yuan Y"	"0"	""
"BETTS M"	"ZETOLA N"	"0"	""
"BHANDOOLA A"	"BISSON GP"	"0"	""
"BHANDOOLA A"	"BLANK MB"	"0"	""
"BHANDOOLA A"	"blumberg ea"	"0"	""
"BHANDOOLA A"	"brady ka"	"0"	""
"BHANDOOLA A"	"brawner b"	"0"	""
"BHANDOOLA A"	"BUSHMAN F"	"0"	""
"BHANDOOLA A"	"CANCRO M"	"0"	""
"BHANDOOLA A"	"CATON A"	"0"	""
"BHANDOOLA A"	"chang km"	"0"	""
"BHANDOOLA A"	"chhatre s"	"0"	""
"BHANDOOLA A"	"COHEN GH"	"0"	""
"BHANDOOLA A"	"COLLMAN R"	"0"	""
"BHANDOOLA A"	"DOUGLAS SD"	"0"	""
"BHANDOOLA A"	"DOWSHEN N"	"0"	""
"BHANDOOLA A"	"EISENBERG RJ"	"0"	""
"BHANDOOLA A"	"Eisenlohr L"	"0"	""
"BHANDOOLA A"	"EPPERSON CN"	"0"	""
"BHANDOOLA A"	"Evans DL"	"0"	""
"BHANDOOLA A"	"friedman hm"	"0"	""
"BHANDOOLA A"	"GHOSE T"	"0"	""
"BHANDOOLA A"	"GROSS R"	"0"	""
"BHANDOOLA A"	"grover s"	"0"	""
"BHANDOOLA A"	"HAHN BH"	"0"	""
"BHANDOOLA A"	"Hahn SM"	"0"	""
"BHANDOOLA A"	"HOXIE J"	"0"	""
"BHANDOOLA A"	"HUNTER CA"	"0"	""
"BHANDOOLA A"	"jarvis jn"	"0"	""
"BHANDOOLA A"	"JEMMOTT J"	"0"	""
"BHANDOOLA A"	"JEMMOTT L"	"0"	""
"BHANDOOLA A"	"JOHNSON PR"	"0"	""
"BHANDOOLA A"	"JORDAN-SCIUTTO K"	"0"	""
"BHANDOOLA A"	"JUNE CH"	"0"	""
"BHANDOOLA A"	"koenig h"	"0"	""
"BHANDOOLA A"	"Kohler HP"	"0"	""
"BHANDOOLA A"	"KOHLI RM"	"0"	""
"BHANDOOLA A"	"KOLSON D"	"0"	""
"BHANDOOLA A"	"kovaric cl"	"0"	""
"BHANDOOLA A"	"LANGLEBEN DD"	"0"	""
"BHANDOOLA A"	"LIEBERMAN PM"	"0"	""
"BHANDOOLA A"	"LIU C"	"0"	""
"BHANDOOLA A"	"Lo Re V"	"0"	""
"BHANDOOLA A"	"LOWENTHAL ED"	"0"	""
"BHANDOOLA A"	"Mcguire JL"	"0"	""
"BHANDOOLA A"	"METZGER DS"	"0"	""
"BHANDOOLA A"	"MONTANER L"	"0"	""
"BHANDOOLA A"	"Moore JH"	"0"	""
"BHANDOOLA A"	"morroni c"	"0"	""
"BHANDOOLA A"	"O'doherty U"	"0"	""
"BHANDOOLA A"	"OBRIEN CP"	"0"	""
"BHANDOOLA A"	"ratcliffe s"	"0"	""
"BHANDOOLA A"	"RILEY JL"	"0"	""
"BHANDOOLA A"	"ROBERTSON ES"	"0"	""
"BHANDOOLA A"	"ROSS R"	"0"	""
"BHANDOOLA A"	"rutstein r"	"0"	""
"BHANDOOLA A"	"sawinski d"	"0"	""
"BHANDOOLA A"	"SCHNOLL RA"	"0"	""
"BHANDOOLA A"	"schulman ln"	"0"	""
"BHANDOOLA A"	"SCOTT PA"	"0"	""
"BHANDOOLA A"	"SHAW GM"	"0"	""
"BHANDOOLA A"	"shaw pa"	"0"	""
"BHANDOOLA A"	"stallings v"	"0"	""
"BHANDOOLA A"	"steenhoff ap"	"0"	""
"BHANDOOLA A"	"stevens r"	"0"	""
"BHANDOOLA A"	"su lf"	"0"	""
"BHANDOOLA A"	"TEBAS P"	"0"	""
"BHANDOOLA A"	"Teitelman A"	"0"	""
"BHANDOOLA A"	"Tomescu C"	"0"	""
"BHANDOOLA A"	"van duyne g"	"0"	""
"BHANDOOLA A"	"VILLARRUEL A"	"0"	""
"BHANDOOLA A"	"WEINER DB"	"0"	""
"BHANDOOLA A"	"Weissman D"	"0"	""
"BHANDOOLA A"	"WHERRY EJ"	"3"	"29466756,23960191,23685815"
"BHANDOOLA A"	"Wood s"	"0"	""
"BHANDOOLA A"	"WOODY GE"	"0"	""
"BHANDOOLA A"	"YEHIA B"	"0"	""
"BHANDOOLA A"	"YOU J"	"0"	""
"BHANDOOLA A"	"Yuan Y"	"0"	""
"BHANDOOLA A"	"ZETOLA N"	"0"	""
"BISSON GP"	"BLANK MB"	"0"	""
"BISSON GP"	"blumberg ea"	"0"	""
"BISSON GP"	"brady ka"	"0"	""
"BISSON GP"	"brawner b"	"0"	""
"BISSON GP"	"BUSHMAN F"	"0"	""
"BISSON GP"	"CANCRO M"	"0"	""
"BISSON GP"	"CATON A"	"0"	""
"BISSON GP"	"chang km"	"0"	""
"BISSON GP"	"chhatre s"	"0"	""
"BISSON GP"	"COHEN GH"	"0"	""
"BISSON GP"	"COLLMAN R"	"2"	"25772785,24443546"
"BISSON GP"	"DOUGLAS SD"	"0"	""
"BISSON GP"	"DOWSHEN N"	"0"	""
"BISSON GP"	"EISENBERG RJ"	"0"	""
"BISSON GP"	"Eisenlohr L"	"0"	""
"BISSON GP"	"EPPERSON CN"	"0"	""
"BISSON GP"	"Evans DL"	"0"	""
"BISSON GP"	"friedman hm"	"0"	""
"BISSON GP"	"GHOSE T"	"0"	""
"BISSON GP"	"GROSS R"	"9"	"28692529,28481785,28203772,27447841,27014741,26668340,26611774,25672566,23908475"
"BISSON GP"	"grover s"	"0"	""
"BISSON GP"	"HAHN BH"	"0"	""
"BISSON GP"	"Hahn SM"	"0"	""
"BISSON GP"	"HOXIE J"	"0"	""
"BISSON GP"	"HUNTER CA"	"0"	""
"BISSON GP"	"jarvis jn"	"1"	"26081985"
"BISSON GP"	"JEMMOTT J"	"0"	""
"BISSON GP"	"JEMMOTT L"	"0"	""
"BISSON GP"	"JOHNSON PR"	"0"	""
"BISSON GP"	"JORDAN-SCIUTTO K"	"0"	""
"BISSON GP"	"JUNE CH"	"0"	""
"BISSON GP"	"koenig h"	"0"	""
"BISSON GP"	"Kohler HP"	"0"	""
"BISSON GP"	"KOHLI RM"	"0"	""
"BISSON GP"	"KOLSON D"	"1"	"25647527"
"BISSON GP"	"kovaric cl"	"0"	""
"BISSON GP"	"LANGLEBEN DD"	"0"	""
"BISSON GP"	"LIEBERMAN PM"	"0"	""
"BISSON GP"	"LIU C"	"0"	""
"BISSON GP"	"Lo Re V"	"0"	""
"BISSON GP"	"LOWENTHAL ED"	"0"	""
"BISSON GP"	"Mcguire JL"	"0"	""
"BISSON GP"	"METZGER DS"	"0"	""
"BISSON GP"	"MONTANER L"	"0"	""
"BISSON GP"	"Moore JH"	"0"	""
"BISSON GP"	"morroni c"	"0"	""
"BISSON GP"	"O'doherty U"	"0"	""
"BISSON GP"	"OBRIEN CP"	"0"	""
"BISSON GP"	"ratcliffe s"	"0"	""
"BISSON GP"	"RILEY JL"	"0"	""
"BISSON GP"	"ROBERTSON ES"	"0"	""
"BISSON GP"	"ROSS R"	"0"	""
"BISSON GP"	"rutstein r"	"0"	""
"BISSON GP"	"sawinski d"	"0"	""
"BISSON GP"	"SCHNOLL RA"	"0"	""
"BISSON GP"	"schulman ln"	"0"	""
"BISSON GP"	"SCOTT PA"	"0"	""
"BISSON GP"	"SHAW GM"	"0"	""
"BISSON GP"	"shaw pa"	"0"	""
"BISSON GP"	"stallings v"	"0"	""
"BISSON GP"	"steenhoff ap"	"13"	"28692529,28481785,28203772,27447841,27014741,26668340,26611774,26242668,25672566,25647527,24025381,23908475,23827029"
"BISSON GP"	"stevens r"	"0"	""
"BISSON GP"	"su lf"	"0"	""
"BISSON GP"	"TEBAS P"	"0"	""
"BISSON GP"	"Teitelman A"	"0"	""
"BISSON GP"	"Tomescu C"	"0"	""
"BISSON GP"	"van duyne g"	"0"	""
"BISSON GP"	"VILLARRUEL A"	"0"	""
"BISSON GP"	"WEINER DB"	"0"	""
"BISSON GP"	"Weissman D"	"10"	"29732382,29491034,29095954,28472448,28203772,27792837,27014741,26611774,25672566,23908475"
"BISSON GP"	"WHERRY EJ"	"0"	""
"BISSON GP"	"Wood s"	"0"	""
"BISSON GP"	"WOODY GE"	"0"	""
"BISSON GP"	"YEHIA B"	"0"	""
"BISSON GP"	"YOU J"	"0"	""
"BISSON GP"	"Yuan Y"	"0"	""
"BISSON GP"	"ZETOLA N"	"7"	"29253711,29095954,28472448,27792837,25772785,24443546,24025381"
"BLANK MB"	"blumberg ea"	"0"	""
"BLANK MB"	"brady ka"	"2"	"24126447,24141487"
"BLANK MB"	"brawner b"	"0"	""
"BLANK MB"	"BUSHMAN F"	"0"	""
"BLANK MB"	"CANCRO M"	"0"	""
"BLANK MB"	"CATON A"	"0"	""
"BLANK MB"	"chang km"	"0"	""
"BLANK MB"	"chhatre s"	"0"	""
"BLANK MB"	"COHEN GH"	"0"	""
"BLANK MB"	"COLLMAN R"	"0"	""
"BLANK MB"	"DOUGLAS SD"	"0"	""
"BLANK MB"	"DOWSHEN N"	"0"	""
"BLANK MB"	"EISENBERG RJ"	"0"	""
"BLANK MB"	"Eisenlohr L"	"0"	""
"BLANK MB"	"EPPERSON CN"	"0"	""
"BLANK MB"	"Evans DL"	"1"	"28831617"
"BLANK MB"	"friedman hm"	"0"	""
"BLANK MB"	"GHOSE T"	"0"	""
"BLANK MB"	"GROSS R"	"0"	""
"BLANK MB"	"grover s"	"0"	""
"BLANK MB"	"HAHN BH"	"0"	""
"BLANK MB"	"Hahn SM"	"0"	""
"BLANK MB"	"HOXIE J"	"0"	""
"BLANK MB"	"HUNTER CA"	"0"	""
"BLANK MB"	"jarvis jn"	"0"	""
"BLANK MB"	"JEMMOTT J"	"2"	"28831617,25713946"
"BLANK MB"	"JEMMOTT L"	"0"	""
"BLANK MB"	"JOHNSON PR"	"0"	""
"BLANK MB"	"JORDAN-SCIUTTO K"	"0"	""
"BLANK MB"	"JUNE CH"	"0"	""
"BLANK MB"	"koenig h"	"0"	""
"BLANK MB"	"Kohler HP"	"0"	""
"BLANK MB"	"KOHLI RM"	"0"	""
"BLANK MB"	"KOLSON D"	"0"	""
"BLANK MB"	"kovaric cl"	"0"	""
"BLANK MB"	"LANGLEBEN DD"	"0"	""
"BLANK MB"	"LIEBERMAN PM"	"0"	""
"BLANK MB"	"LIU C"	"0"	""
"BLANK MB"	"Lo Re V"	"0"	""
"BLANK MB"	"LOWENTHAL ED"	"0"	""
"BLANK MB"	"Mcguire JL"	"0"	""
"BLANK MB"	"METZGER DS"	"6"	"29752639,28797017,24524493,24126447,24141487,23673878"
"BLANK MB"	"MONTANER L"	"0"	""
"BLANK MB"	"Moore JH"	"0"	""
"BLANK MB"	"morroni c"	"0"	""
"BLANK MB"	"O'doherty U"	"0"	""
"BLANK MB"	"OBRIEN CP"	"0"	""
"BLANK MB"	"ratcliffe s"	"0"	""
"BLANK MB"	"RILEY JL"	"0"	""
"BLANK MB"	"ROBERTSON ES"	"0"	""
"BLANK MB"	"ROSS R"	"0"	""
"BLANK MB"	"rutstein r"	"0"	""
"BLANK MB"	"sawinski d"	"0"	""
"BLANK MB"	"SCHNOLL RA"	"0"	""
"BLANK MB"	"schulman ln"	"0"	""
"BLANK MB"	"SCOTT PA"	"0"	""
"BLANK MB"	"SHAW GM"	"0"	""
"BLANK MB"	"shaw pa"	"0"	""
"BLANK MB"	"stallings v"	"0"	""
"BLANK MB"	"steenhoff ap"	"0"	""
"BLANK MB"	"stevens r"	"0"	""
"BLANK MB"	"su lf"	"0"	""
"BLANK MB"	"TEBAS P"	"0"	""
"BLANK MB"	"Teitelman A"	"0"	""
"BLANK MB"	"Tomescu C"	"0"	""
"BLANK MB"	"van duyne g"	"0"	""
"BLANK MB"	"VILLARRUEL A"	"0"	""
"BLANK MB"	"WEINER DB"	"0"	""
"BLANK MB"	"Weissman D"	"0"	""
"BLANK MB"	"WHERRY EJ"	"0"	""
"BLANK MB"	"Wood s"	"0"	""
"BLANK MB"	"WOODY GE"	"0"	""
"BLANK MB"	"YEHIA B"	"3"	"28727950,25459230,24126447"
"BLANK MB"	"YOU J"	"0"	""
"BLANK MB"	"Yuan Y"	"0"	""
"BLANK MB"	"ZETOLA N"	"0"	""
"blumberg ea"	"brady ka"	"1"	"25976241"
"blumberg ea"	"brawner b"	"0"	""
"blumberg ea"	"BUSHMAN F"	"0"	""
"blumberg ea"	"CANCRO M"	"0"	""
"blumberg ea"	"CATON A"	"0"	""
"blumberg ea"	"chang km"	"0"	""
"blumberg ea"	"chhatre s"	"0"	""
"blumberg ea"	"COHEN GH"	"0"	""
"blumberg ea"	"COLLMAN R"	"0"	""
"blumberg ea"	"DOUGLAS SD"	"0"	""
"blumberg ea"	"DOWSHEN N"	"0"	""
"blumberg ea"	"EISENBERG RJ"	"0"	""
"blumberg ea"	"Eisenlohr L"	"0"	""
"blumberg ea"	"EPPERSON CN"	"0"	""
"blumberg ea"	"Evans DL"	"0"	""
"blumberg ea"	"friedman hm"	"0"	""
"blumberg ea"	"GHOSE T"	"0"	""
"blumberg ea"	"GROSS R"	"0"	""
"blumberg ea"	"grover s"	"0"	""
"blumberg ea"	"HAHN BH"	"0"	""
"blumberg ea"	"Hahn SM"	"0"	""
"blumberg ea"	"HOXIE J"	"0"	""
"blumberg ea"	"HUNTER CA"	"0"	""
"blumberg ea"	"jarvis jn"	"0"	""
"blumberg ea"	"JEMMOTT J"	"0"	""
"blumberg ea"	"JEMMOTT L"	"0"	""
"blumberg ea"	"JOHNSON PR"	"0"	""
"blumberg ea"	"JORDAN-SCIUTTO K"	"0"	""
"blumberg ea"	"JUNE CH"	"0"	""
"blumberg ea"	"koenig h"	"0"	""
"blumberg ea"	"Kohler HP"	"0"	""
"blumberg ea"	"KOHLI RM"	"0"	""
"blumberg ea"	"KOLSON D"	"0"	""
"blumberg ea"	"kovaric cl"	"0"	""
"blumberg ea"	"LANGLEBEN DD"	"0"	""
"blumberg ea"	"LIEBERMAN PM"	"0"	""
"blumberg ea"	"LIU C"	"0"	""
"blumberg ea"	"Lo Re V"	"0"	""
"blumberg ea"	"LOWENTHAL ED"	"0"	""
"blumberg ea"	"Mcguire JL"	"0"	""
"blumberg ea"	"METZGER DS"	"0"	""
"blumberg ea"	"MONTANER L"	"0"	""
"blumberg ea"	"Moore JH"	"0"	""
"blumberg ea"	"morroni c"	"0"	""
"blumberg ea"	"O'doherty U"	"0"	""
"blumberg ea"	"OBRIEN CP"	"0"	""
"blumberg ea"	"ratcliffe s"	"0"	""
"blumberg ea"	"RILEY JL"	"0"	""
"blumberg ea"	"ROBERTSON ES"	"0"	""
"blumberg ea"	"ROSS R"	"0"	""
"blumberg ea"	"rutstein r"	"0"	""
"blumberg ea"	"sawinski d"	"3"	"28459186,27467534,25976241"
"blumberg ea"	"SCHNOLL RA"	"0"	""
"blumberg ea"	"schulman ln"	"0"	""
"blumberg ea"	"SCOTT PA"	"0"	""
"blumberg ea"	"SHAW GM"	"0"	""
"blumberg ea"	"shaw pa"	"0"	""
"blumberg ea"	"stallings v"	"0"	""
"blumberg ea"	"steenhoff ap"	"0"	""
"blumberg ea"	"stevens r"	"0"	""
"blumberg ea"	"su lf"	"0"	""
"blumberg ea"	"TEBAS P"	"0"	""
"blumberg ea"	"Teitelman A"	"0"	""
"blumberg ea"	"Tomescu C"	"0"	""
"blumberg ea"	"van duyne g"	"0"	""
"blumberg ea"	"VILLARRUEL A"	"0"	""
"blumberg ea"	"WEINER DB"	"0"	""
"blumberg ea"	"Weissman D"	"0"	""
"blumberg ea"	"WHERRY EJ"	"0"	""
"blumberg ea"	"Wood s"	"0"	""
"blumberg ea"	"WOODY GE"	"0"	""
"blumberg ea"	"YEHIA B"	"0"	""
"blumberg ea"	"YOU J"	"0"	""
"blumberg ea"	"Yuan Y"	"0"	""
"blumberg ea"	"ZETOLA N"	"0"	""
"brady ka"	"brawner b"	"0"	""
"brady ka"	"BUSHMAN F"	"0"	""
"brady ka"	"CANCRO M"	"0"	""
"brady ka"	"CATON A"	"0"	""
"brady ka"	"chang km"	"0"	""
"brady ka"	"chhatre s"	"0"	""
"brady ka"	"COHEN GH"	"0"	""
"brady ka"	"COLLMAN R"	"0"	""
"brady ka"	"DOUGLAS SD"	"0"	""
"brady ka"	"DOWSHEN N"	"1"	"25469529"
"brady ka"	"EISENBERG RJ"	"0"	""
"brady ka"	"Eisenlohr L"	"0"	""
"brady ka"	"EPPERSON CN"	"0"	""
"brady ka"	"Evans DL"	"0"	""
"brady ka"	"friedman hm"	"0"	""
"brady ka"	"GHOSE T"	"0"	""
"brady ka"	"GROSS R"	"2"	"25931243,24077931"
"brady ka"	"grover s"	"0"	""
"brady ka"	"HAHN BH"	"0"	""
"brady ka"	"Hahn SM"	"0"	""
"brady ka"	"HOXIE J"	"0"	""
"brady ka"	"HUNTER CA"	"0"	""
"brady ka"	"jarvis jn"	"0"	""
"brady ka"	"JEMMOTT J"	"0"	""
"brady ka"	"JEMMOTT L"	"0"	""
"brady ka"	"JOHNSON PR"	"0"	""
"brady ka"	"JORDAN-SCIUTTO K"	"0"	""
"brady ka"	"JUNE CH"	"0"	""
"brady ka"	"koenig h"	"0"	""
"brady ka"	"Kohler HP"	"0"	""
"brady ka"	"KOHLI RM"	"0"	""
"brady ka"	"KOLSON D"	"0"	""
"brady ka"	"kovaric cl"	"0"	""
"brady ka"	"LANGLEBEN DD"	"0"	""
"brady ka"	"LIEBERMAN PM"	"0"	""
"brady ka"	"LIU C"	"0"	""
"brady ka"	"Lo Re V"	"0"	""
"brady ka"	"LOWENTHAL ED"	"0"	""
"brady ka"	"Mcguire JL"	"0"	""
"brady ka"	"METZGER DS"	"3"	"25867777,24126447,24141487"
"brady ka"	"MONTANER L"	"0"	""
"brady ka"	"Moore JH"	"0"	""
"brady ka"	"morroni c"	"0"	""
"brady ka"	"O'doherty U"	"0"	""
"brady ka"	"OBRIEN CP"	"0"	""
"brady ka"	"ratcliffe s"	"0"	""
"brady ka"	"RILEY JL"	"0"	""
"brady ka"	"ROBERTSON ES"	"0"	""
"brady ka"	"ROSS R"	"0"	""
"brady ka"	"rutstein r"	"0"	""
"brady ka"	"sawinski d"	"1"	"25976241"
"brady ka"	"SCHNOLL RA"	"0"	""
"brady ka"	"schulman ln"	"0"	""
"brady ka"	"SCOTT PA"	"0"	""
"brady ka"	"SHAW GM"	"0"	""
"brady ka"	"shaw pa"	"0"	""
"brady ka"	"stallings v"	"0"	""
"brady ka"	"steenhoff ap"	"0"	""
"brady ka"	"stevens r"	"0"	""
"brady ka"	"su lf"	"0"	""
"brady ka"	"TEBAS P"	"0"	""
"brady ka"	"Teitelman A"	"0"	""
"brady ka"	"Tomescu C"	"0"	""
"brady ka"	"van duyne g"	"0"	""
"brady ka"	"VILLARRUEL A"	"0"	""
"brady ka"	"WEINER DB"	"0"	""
"brady ka"	"Weissman D"	"0"	""
"brady ka"	"WHERRY EJ"	"0"	""
"brady ka"	"Wood s"	"0"	""
"brady ka"	"WOODY GE"	"0"	""
"brady ka"	"YEHIA B"	"13"	"26657902,26265499,26132142,25931243,25867777,25792300,25665013,25469529,24742326,24654969,24126447,24077931,23614992"
"brady ka"	"YOU J"	"0"	""
"brady ka"	"Yuan Y"	"0"	""
"brady ka"	"ZETOLA N"	"0"	""
"brawner b"	"BUSHMAN F"	"0"	""
"brawner b"	"CANCRO M"	"0"	""
"brawner b"	"CATON A"	"0"	""
"brawner b"	"chang km"	"0"	""
"brawner b"	"chhatre s"	"0"	""
"brawner b"	"COHEN GH"	"0"	""
"brawner b"	"COLLMAN R"	"0"	""
"brawner b"	"DOUGLAS SD"	"0"	""
"brawner b"	"DOWSHEN N"	"0"	""
"brawner b"	"EISENBERG RJ"	"0"	""
"brawner b"	"Eisenlohr L"	"0"	""
"brawner b"	"EPPERSON CN"	"0"	""
"brawner b"	"Evans DL"	"0"	""
"brawner b"	"friedman hm"	"0"	""
"brawner b"	"GHOSE T"	"0"	""
"brawner b"	"GROSS R"	"0"	""
"brawner b"	"grover s"	"0"	""
"brawner b"	"HAHN BH"	"0"	""
"brawner b"	"Hahn SM"	"0"	""
"brawner b"	"HOXIE J"	"0"	""
"brawner b"	"HUNTER CA"	"0"	""
"brawner b"	"jarvis jn"	"0"	""
"brawner b"	"JEMMOTT J"	"1"	"23962491"
"brawner b"	"JEMMOTT L"	"4"	"29037602,24416702,23962491,23099659"
"brawner b"	"JOHNSON PR"	"0"	""
"brawner b"	"JORDAN-SCIUTTO K"	"0"	""
"brawner b"	"JUNE CH"	"0"	""
"brawner b"	"koenig h"	"0"	""
"brawner b"	"Kohler HP"	"0"	""
"brawner b"	"KOHLI RM"	"0"	""
"brawner b"	"KOLSON D"	"0"	""
"brawner b"	"kovaric cl"	"0"	""
"brawner b"	"LANGLEBEN DD"	"0"	""
"brawner b"	"LIEBERMAN PM"	"0"	""
"brawner b"	"LIU C"	"0"	""
"brawner b"	"Lo Re V"	"0"	""
"brawner b"	"LOWENTHAL ED"	"0"	""
"brawner b"	"Mcguire JL"	"0"	""
"brawner b"	"METZGER DS"	"0"	""
"brawner b"	"MONTANER L"	"0"	""
"brawner b"	"Moore JH"	"0"	""
"brawner b"	"morroni c"	"0"	""
"brawner b"	"O'doherty U"	"0"	""
"brawner b"	"OBRIEN CP"	"0"	""
"brawner b"	"ratcliffe s"	"0"	""
"brawner b"	"RILEY JL"	"0"	""
"brawner b"	"ROBERTSON ES"	"0"	""
"brawner b"	"ROSS R"	"0"	""
"brawner b"	"rutstein r"	"0"	""
"brawner b"	"sawinski d"	"0"	""
"brawner b"	"SCHNOLL RA"	"0"	""
"brawner b"	"schulman ln"	"0"	""
"brawner b"	"SCOTT PA"	"0"	""
"brawner b"	"SHAW GM"	"0"	""
"brawner b"	"shaw pa"	"0"	""
"brawner b"	"stallings v"	"0"	""
"brawner b"	"steenhoff ap"	"0"	""
"brawner b"	"stevens r"	"3"	"28879489,28858145,28694736"
"brawner b"	"su lf"	"0"	""
"brawner b"	"TEBAS P"	"0"	""
"brawner b"	"Teitelman A"	"2"	"25305026,24416702"
"brawner b"	"Tomescu C"	"0"	""
"brawner b"	"van duyne g"	"0"	""
"brawner b"	"VILLARRUEL A"	"0"	""
"brawner b"	"WEINER DB"	"0"	""
"brawner b"	"Weissman D"	"0"	""
"brawner b"	"WHERRY EJ"	"0"	""
"brawner b"	"Wood s"	"0"	""
"brawner b"	"WOODY GE"	"0"	""
"brawner b"	"YEHIA B"	"0"	""
"brawner b"	"YOU J"	"0"	""
"brawner b"	"Yuan Y"	"0"	""
"brawner b"	"ZETOLA N"	"0"	""
"BUSHMAN F"	"CANCRO M"	"0"	""
"BUSHMAN F"	"CATON A"	"0"	""
"BUSHMAN F"	"chang km"	"0"	""
"BUSHMAN F"	"chhatre s"	"0"	""
"BUSHMAN F"	"COHEN GH"	"0"	""
"BUSHMAN F"	"COLLMAN R"	"14"	"29666764,29588401,28899105,28846439,28476139,28092381,27731934,27267576,26865050,26247840,25819674,25403800,25344286,24099566"
"BUSHMAN F"	"DOUGLAS SD"	"0"	""
"BUSHMAN F"	"DOWSHEN N"	"0"	""
