"author1"	"author2"	"pubs"	"pubIDs"
"BUSHMAN F"	"EISENBERG RJ"	"0"	""
"BUSHMAN F"	"Eisenlohr L"	"0"	""
"BUSHMAN F"	"EPPERSON CN"	"0"	""
"BUSHMAN F"	"Evans DL"	"0"	""
"BUSHMAN F"	"friedman hm"	"0"	""
"BUSHMAN F"	"GHOSE T"	"0"	""
"BUSHMAN F"	"GROSS R"	"5"	"29550739,28092381,25819674,25477046,24099566"
"BUSHMAN F"	"grover s"	"0"	""
"BUSHMAN F"	"HAHN BH"	"4"	"29588401,28334194,27002652,26676710"
"BUSHMAN F"	"Hahn SM"	"0"	""
"BUSHMAN F"	"HOXIE J"	"0"	""
"BUSHMAN F"	"HUNTER CA"	"0"	""
"BUSHMAN F"	"jarvis jn"	"1"	"29550739"
"BUSHMAN F"	"JEMMOTT J"	"0"	""
"BUSHMAN F"	"JEMMOTT L"	"0"	""
"BUSHMAN F"	"JOHNSON PR"	"0"	""
"BUSHMAN F"	"JORDAN-SCIUTTO K"	"0"	""
"BUSHMAN F"	"JUNE CH"	"1"	"29467322"
"BUSHMAN F"	"koenig h"	"0"	""
"BUSHMAN F"	"Kohler HP"	"0"	""
"BUSHMAN F"	"KOHLI RM"	"0"	""
"BUSHMAN F"	"KOLSON D"	"0"	""
"BUSHMAN F"	"kovaric cl"	"0"	""
"BUSHMAN F"	"LANGLEBEN DD"	"0"	""
"BUSHMAN F"	"LIEBERMAN PM"	"0"	""
"BUSHMAN F"	"LIU C"	"5"	"29550739,28092381,25675344,25477046,24099566"
"BUSHMAN F"	"Lo Re V"	"0"	""
"BUSHMAN F"	"LOWENTHAL ED"	"0"	""
"BUSHMAN F"	"Mcguire JL"	"0"	""
"BUSHMAN F"	"METZGER DS"	"0"	""
"BUSHMAN F"	"MONTANER L"	"0"	""
"BUSHMAN F"	"Moore JH"	"1"	"29215023"
"BUSHMAN F"	"morroni c"	"0"	""
"BUSHMAN F"	"O'doherty U"	"1"	"23953889"
"BUSHMAN F"	"OBRIEN CP"	"0"	""
"BUSHMAN F"	"ratcliffe s"	"0"	""
"BUSHMAN F"	"RILEY JL"	"0"	""
"BUSHMAN F"	"ROBERTSON ES"	"0"	""
"BUSHMAN F"	"ROSS R"	"0"	""
"BUSHMAN F"	"rutstein r"	"0"	""
"BUSHMAN F"	"sawinski d"	"0"	""
"BUSHMAN F"	"SCHNOLL RA"	"0"	""
"BUSHMAN F"	"schulman ln"	"0"	""
"BUSHMAN F"	"SCOTT PA"	"0"	""
"BUSHMAN F"	"SHAW GM"	"1"	"27002652"
"BUSHMAN F"	"shaw pa"	"0"	""
"BUSHMAN F"	"stallings v"	"0"	""
"BUSHMAN F"	"steenhoff ap"	"0"	""
"BUSHMAN F"	"stevens r"	"0"	""
"BUSHMAN F"	"su lf"	"0"	""
"BUSHMAN F"	"TEBAS P"	"0"	""
"BUSHMAN F"	"Teitelman A"	"0"	""
"BUSHMAN F"	"Tomescu C"	"0"	""
"BUSHMAN F"	"van duyne g"	"3"	"27935939,27013661,24904063"
"BUSHMAN F"	"VILLARRUEL A"	"0"	""
"BUSHMAN F"	"WEINER DB"	"0"	""
"BUSHMAN F"	"Weissman D"	"0"	""
"BUSHMAN F"	"WHERRY EJ"	"2"	"25082704,23698371"
"BUSHMAN F"	"Wood s"	"0"	""
"BUSHMAN F"	"WOODY GE"	"0"	""
"BUSHMAN F"	"YEHIA B"	"0"	""
"BUSHMAN F"	"YOU J"	"0"	""
"BUSHMAN F"	"Yuan Y"	"0"	""
"BUSHMAN F"	"ZETOLA N"	"0"	""
"CANCRO M"	"CATON A"	"0"	""
"CANCRO M"	"chang km"	"0"	""
"CANCRO M"	"chhatre s"	"0"	""
"CANCRO M"	"COHEN GH"	"0"	""
"CANCRO M"	"COLLMAN R"	"0"	""
"CANCRO M"	"DOUGLAS SD"	"0"	""
"CANCRO M"	"DOWSHEN N"	"0"	""
"CANCRO M"	"EISENBERG RJ"	"0"	""
"CANCRO M"	"Eisenlohr L"	"1"	"29739835"
"CANCRO M"	"EPPERSON CN"	"0"	""
"CANCRO M"	"Evans DL"	"0"	""
"CANCRO M"	"friedman hm"	"0"	""
"CANCRO M"	"GHOSE T"	"0"	""
"CANCRO M"	"GROSS R"	"0"	""
"CANCRO M"	"grover s"	"0"	""
"CANCRO M"	"HAHN BH"	"0"	""
"CANCRO M"	"Hahn SM"	"0"	""
"CANCRO M"	"HOXIE J"	"0"	""
"CANCRO M"	"HUNTER CA"	"1"	"28228257"
"CANCRO M"	"jarvis jn"	"0"	""
"CANCRO M"	"JEMMOTT J"	"0"	""
"CANCRO M"	"JEMMOTT L"	"0"	""
"CANCRO M"	"JOHNSON PR"	"0"	""
"CANCRO M"	"JORDAN-SCIUTTO K"	"0"	""
"CANCRO M"	"JUNE CH"	"0"	""
"CANCRO M"	"koenig h"	"0"	""
"CANCRO M"	"Kohler HP"	"0"	""
"CANCRO M"	"KOHLI RM"	"0"	""
"CANCRO M"	"KOLSON D"	"0"	""
"CANCRO M"	"kovaric cl"	"0"	""
"CANCRO M"	"LANGLEBEN DD"	"0"	""
"CANCRO M"	"LIEBERMAN PM"	"0"	""
"CANCRO M"	"LIU C"	"0"	""
"CANCRO M"	"Lo Re V"	"0"	""
"CANCRO M"	"LOWENTHAL ED"	"0"	""
"CANCRO M"	"Mcguire JL"	"0"	""
"CANCRO M"	"METZGER DS"	"0"	""
"CANCRO M"	"MONTANER L"	"0"	""
"CANCRO M"	"Moore JH"	"0"	""
"CANCRO M"	"morroni c"	"0"	""
"CANCRO M"	"O'doherty U"	"0"	""
"CANCRO M"	"OBRIEN CP"	"0"	""
"CANCRO M"	"ratcliffe s"	"0"	""
"CANCRO M"	"RILEY JL"	"0"	""
"CANCRO M"	"ROBERTSON ES"	"0"	""
"CANCRO M"	"ROSS R"	"0"	""
"CANCRO M"	"rutstein r"	"0"	""
"CANCRO M"	"sawinski d"	"0"	""
"CANCRO M"	"SCHNOLL RA"	"0"	""
"CANCRO M"	"schulman ln"	"0"	""
"CANCRO M"	"SCOTT PA"	"0"	""
"CANCRO M"	"SHAW GM"	"0"	""
"CANCRO M"	"shaw pa"	"0"	""
"CANCRO M"	"stallings v"	"0"	""
"CANCRO M"	"steenhoff ap"	"0"	""
"CANCRO M"	"stevens r"	"0"	""
"CANCRO M"	"su lf"	"0"	""
"CANCRO M"	"TEBAS P"	"0"	""
"CANCRO M"	"Teitelman A"	"0"	""
"CANCRO M"	"Tomescu C"	"0"	""
"CANCRO M"	"van duyne g"	"0"	""
"CANCRO M"	"VILLARRUEL A"	"0"	""
"CANCRO M"	"WEINER DB"	"0"	""
"CANCRO M"	"Weissman D"	"1"	"29739835"
"CANCRO M"	"WHERRY EJ"	"1"	"27430719"
"CANCRO M"	"Wood s"	"0"	""
"CANCRO M"	"WOODY GE"	"0"	""
"CANCRO M"	"YEHIA B"	"0"	""
"CANCRO M"	"YOU J"	"0"	""
"CANCRO M"	"Yuan Y"	"0"	""
"CANCRO M"	"ZETOLA N"	"0"	""
"CATON A"	"chang km"	"0"	""
"CATON A"	"chhatre s"	"0"	""
"CATON A"	"COHEN GH"	"0"	""
"CATON A"	"COLLMAN R"	"0"	""
"CATON A"	"DOUGLAS SD"	"0"	""
"CATON A"	"DOWSHEN N"	"0"	""
"CATON A"	"EISENBERG RJ"	"0"	""
"CATON A"	"Eisenlohr L"	"0"	""
"CATON A"	"EPPERSON CN"	"0"	""
"CATON A"	"Evans DL"	"0"	""
"CATON A"	"friedman hm"	"0"	""
"CATON A"	"GHOSE T"	"0"	""
"CATON A"	"GROSS R"	"0"	""
"CATON A"	"grover s"	"0"	""
"CATON A"	"HAHN BH"	"0"	""
"CATON A"	"Hahn SM"	"0"	""
"CATON A"	"HOXIE J"	"0"	""
"CATON A"	"HUNTER CA"	"0"	""
"CATON A"	"jarvis jn"	"0"	""
"CATON A"	"JEMMOTT J"	"0"	""
"CATON A"	"JEMMOTT L"	"0"	""
"CATON A"	"JOHNSON PR"	"0"	""
"CATON A"	"JORDAN-SCIUTTO K"	"0"	""
"CATON A"	"JUNE CH"	"0"	""
"CATON A"	"koenig h"	"0"	""
"CATON A"	"Kohler HP"	"0"	""
"CATON A"	"KOHLI RM"	"0"	""
"CATON A"	"KOLSON D"	"0"	""
"CATON A"	"kovaric cl"	"0"	""
"CATON A"	"LANGLEBEN DD"	"0"	""
"CATON A"	"LIEBERMAN PM"	"0"	""
"CATON A"	"LIU C"	"0"	""
"CATON A"	"Lo Re V"	"0"	""
"CATON A"	"LOWENTHAL ED"	"0"	""
"CATON A"	"Mcguire JL"	"0"	""
"CATON A"	"METZGER DS"	"0"	""
"CATON A"	"MONTANER L"	"0"	""
"CATON A"	"Moore JH"	"0"	""
"CATON A"	"morroni c"	"0"	""
"CATON A"	"O'doherty U"	"0"	""
"CATON A"	"OBRIEN CP"	"0"	""
"CATON A"	"ratcliffe s"	"0"	""
"CATON A"	"RILEY JL"	"0"	""
"CATON A"	"ROBERTSON ES"	"0"	""
"CATON A"	"ROSS R"	"0"	""
"CATON A"	"rutstein r"	"0"	""
"CATON A"	"sawinski d"	"0"	""
"CATON A"	"SCHNOLL RA"	"0"	""
"CATON A"	"schulman ln"	"0"	""
"CATON A"	"SCOTT PA"	"0"	""
"CATON A"	"SHAW GM"	"0"	""
"CATON A"	"shaw pa"	"0"	""
"CATON A"	"stallings v"	"0"	""
"CATON A"	"steenhoff ap"	"0"	""
"CATON A"	"stevens r"	"0"	""
"CATON A"	"su lf"	"0"	""
"CATON A"	"TEBAS P"	"0"	""
"CATON A"	"Teitelman A"	"0"	""
"CATON A"	"Tomescu C"	"0"	""
"CATON A"	"van duyne g"	"0"	""
"CATON A"	"VILLARRUEL A"	"0"	""
"CATON A"	"WEINER DB"	"0"	""
"CATON A"	"Weissman D"	"0"	""
"CATON A"	"WHERRY EJ"	"1"	"23667113"
"CATON A"	"Wood s"	"0"	""
"CATON A"	"WOODY GE"	"0"	""
"CATON A"	"YEHIA B"	"0"	""
"CATON A"	"YOU J"	"0"	""
"CATON A"	"Yuan Y"	"0"	""
"CATON A"	"ZETOLA N"	"0"	""
"chang km"	"chhatre s"	"0"	""
"chang km"	"COHEN GH"	"0"	""
"chang km"	"COLLMAN R"	"0"	""
"chang km"	"DOUGLAS SD"	"0"	""
"chang km"	"DOWSHEN N"	"0"	""
"chang km"	"EISENBERG RJ"	"0"	""
"chang km"	"Eisenlohr L"	"0"	""
"chang km"	"EPPERSON CN"	"0"	""
"chang km"	"Evans DL"	"0"	""
"chang km"	"friedman hm"	"0"	""
"chang km"	"GHOSE T"	"0"	""
"chang km"	"GROSS R"	"2"	"29566096,24597697"
"chang km"	"grover s"	"0"	""
"chang km"	"HAHN BH"	"0"	""
"chang km"	"Hahn SM"	"0"	""
"chang km"	"HOXIE J"	"0"	""
"chang km"	"HUNTER CA"	"0"	""
"chang km"	"jarvis jn"	"0"	""
"chang km"	"JEMMOTT J"	"0"	""
"chang km"	"JEMMOTT L"	"0"	""
"chang km"	"JOHNSON PR"	"0"	""
"chang km"	"JORDAN-SCIUTTO K"	"0"	""
"chang km"	"JUNE CH"	"0"	""
"chang km"	"koenig h"	"0"	""
"chang km"	"Kohler HP"	"0"	""
"chang km"	"KOHLI RM"	"0"	""
"chang km"	"KOLSON D"	"0"	""
"chang km"	"kovaric cl"	"0"	""
"chang km"	"LANGLEBEN DD"	"0"	""
"chang km"	"LIEBERMAN PM"	"0"	""
"chang km"	"LIU C"	"1"	"27732837"
"chang km"	"Lo Re V"	"2"	"25896674,24597697"
"chang km"	"LOWENTHAL ED"	"0"	""
"chang km"	"Mcguire JL"	"0"	""
"chang km"	"METZGER DS"	"0"	""
"chang km"	"MONTANER L"	"0"	""
"chang km"	"Moore JH"	"0"	""
"chang km"	"morroni c"	"0"	""
"chang km"	"O'doherty U"	"0"	""
"chang km"	"OBRIEN CP"	"0"	""
"chang km"	"ratcliffe s"	"0"	""
"chang km"	"RILEY JL"	"1"	"28275182"
"chang km"	"ROBERTSON ES"	"0"	""
"chang km"	"ROSS R"	"0"	""
"chang km"	"rutstein r"	"0"	""
"chang km"	"sawinski d"	"0"	""
"chang km"	"SCHNOLL RA"	"0"	""
"chang km"	"schulman ln"	"0"	""
"chang km"	"SCOTT PA"	"0"	""
"chang km"	"SHAW GM"	"0"	""
"chang km"	"shaw pa"	"0"	""
"chang km"	"stallings v"	"0"	""
"chang km"	"steenhoff ap"	"0"	""
"chang km"	"stevens r"	"0"	""
"chang km"	"su lf"	"0"	""
"chang km"	"TEBAS P"	"0"	""
"chang km"	"Teitelman A"	"0"	""
"chang km"	"Tomescu C"	"0"	""
"chang km"	"van duyne g"	"0"	""
"chang km"	"VILLARRUEL A"	"0"	""
"chang km"	"WEINER DB"	"0"	""
"chang km"	"Weissman D"	"0"	""
"chang km"	"WHERRY EJ"	"2"	"29768164,28322863"
"chang km"	"Wood s"	"0"	""
"chang km"	"WOODY GE"	"0"	""
"chang km"	"YEHIA B"	"0"	""
"chang km"	"YOU J"	"0"	""
"chang km"	"Yuan Y"	"0"	""
"chang km"	"ZETOLA N"	"0"	""
"chhatre s"	"COHEN GH"	"0"	""
"chhatre s"	"COLLMAN R"	"0"	""
"chhatre s"	"DOUGLAS SD"	"0"	""
"chhatre s"	"DOWSHEN N"	"0"	""
"chhatre s"	"EISENBERG RJ"	"0"	""
"chhatre s"	"Eisenlohr L"	"0"	""
"chhatre s"	"EPPERSON CN"	"0"	""
"chhatre s"	"Evans DL"	"0"	""
"chhatre s"	"friedman hm"	"0"	""
"chhatre s"	"GHOSE T"	"0"	""
"chhatre s"	"GROSS R"	"0"	""
"chhatre s"	"grover s"	"0"	""
"chhatre s"	"HAHN BH"	"0"	""
"chhatre s"	"Hahn SM"	"0"	""
"chhatre s"	"HOXIE J"	"0"	""
"chhatre s"	"HUNTER CA"	"0"	""
"chhatre s"	"jarvis jn"	"0"	""
"chhatre s"	"JEMMOTT J"	"0"	""
"chhatre s"	"JEMMOTT L"	"0"	""
"chhatre s"	"JOHNSON PR"	"0"	""
"chhatre s"	"JORDAN-SCIUTTO K"	"0"	""
"chhatre s"	"JUNE CH"	"0"	""
"chhatre s"	"koenig h"	"0"	""
"chhatre s"	"Kohler HP"	"0"	""
"chhatre s"	"KOHLI RM"	"0"	""
"chhatre s"	"KOLSON D"	"0"	""
"chhatre s"	"kovaric cl"	"0"	""
"chhatre s"	"LANGLEBEN DD"	"0"	""
"chhatre s"	"LIEBERMAN PM"	"0"	""
"chhatre s"	"LIU C"	"0"	""
"chhatre s"	"Lo Re V"	"0"	""
"chhatre s"	"LOWENTHAL ED"	"0"	""
"chhatre s"	"Mcguire JL"	"0"	""
"chhatre s"	"METZGER DS"	"1"	"25042396"
"chhatre s"	"MONTANER L"	"0"	""
"chhatre s"	"Moore JH"	"0"	""
"chhatre s"	"morroni c"	"0"	""
"chhatre s"	"O'doherty U"	"0"	""
"chhatre s"	"OBRIEN CP"	"0"	""
"chhatre s"	"ratcliffe s"	"0"	""
"chhatre s"	"RILEY JL"	"0"	""
"chhatre s"	"ROBERTSON ES"	"0"	""
"chhatre s"	"ROSS R"	"0"	""
"chhatre s"	"rutstein r"	"0"	""
"chhatre s"	"sawinski d"	"0"	""
"chhatre s"	"SCHNOLL RA"	"0"	""
"chhatre s"	"schulman ln"	"0"	""
"chhatre s"	"SCOTT PA"	"0"	""
"chhatre s"	"SHAW GM"	"0"	""
"chhatre s"	"shaw pa"	"0"	""
"chhatre s"	"stallings v"	"0"	""
"chhatre s"	"steenhoff ap"	"0"	""
"chhatre s"	"stevens r"	"0"	""
"chhatre s"	"su lf"	"0"	""
"chhatre s"	"TEBAS P"	"0"	""
"chhatre s"	"Teitelman A"	"0"	""
"chhatre s"	"Tomescu C"	"0"	""
"chhatre s"	"van duyne g"	"0"	""
"chhatre s"	"VILLARRUEL A"	"0"	""
"chhatre s"	"WEINER DB"	"0"	""
"chhatre s"	"Weissman D"	"0"	""
"chhatre s"	"WHERRY EJ"	"0"	""
"chhatre s"	"Wood s"	"0"	""
"chhatre s"	"WOODY GE"	"1"	"24751432"
"chhatre s"	"YEHIA B"	"0"	""
"chhatre s"	"YOU J"	"0"	""
"chhatre s"	"Yuan Y"	"0"	""
"chhatre s"	"ZETOLA N"	"0"	""
"COHEN GH"	"COLLMAN R"	"0"	""
"COHEN GH"	"DOUGLAS SD"	"0"	""
"COHEN GH"	"DOWSHEN N"	"0"	""
"COHEN GH"	"EISENBERG RJ"	"17"	"28830949,28614387,28228587,28082979,27768891,27630245,26109729,26022509,25233449,25142599,24789783,24352457,24314649,24049165,23946457,23850455,23596297"
"COHEN GH"	"Eisenlohr L"	"0"	""
"COHEN GH"	"EPPERSON CN"	"0"	""
"COHEN GH"	"Evans DL"	"0"	""
"COHEN GH"	"friedman hm"	"0"	""
"COHEN GH"	"GHOSE T"	"0"	""
"COHEN GH"	"GROSS R"	"0"	""
"COHEN GH"	"grover s"	"0"	""
"COHEN GH"	"HAHN BH"	"0"	""
"COHEN GH"	"Hahn SM"	"0"	""
"COHEN GH"	"HOXIE J"	"0"	""
"COHEN GH"	"HUNTER CA"	"0"	""
"COHEN GH"	"jarvis jn"	"0"	""
"COHEN GH"	"JEMMOTT J"	"0"	""
"COHEN GH"	"JEMMOTT L"	"0"	""
"COHEN GH"	"JOHNSON PR"	"0"	""
"COHEN GH"	"JORDAN-SCIUTTO K"	"0"	""
"COHEN GH"	"JUNE CH"	"0"	""
"COHEN GH"	"koenig h"	"0"	""
"COHEN GH"	"Kohler HP"	"0"	""
"COHEN GH"	"KOHLI RM"	"0"	""
"COHEN GH"	"KOLSON D"	"0"	""
"COHEN GH"	"kovaric cl"	"0"	""
"COHEN GH"	"LANGLEBEN DD"	"0"	""
"COHEN GH"	"LIEBERMAN PM"	"0"	""
"COHEN GH"	"LIU C"	"0"	""
"COHEN GH"	"Lo Re V"	"0"	""
"COHEN GH"	"LOWENTHAL ED"	"0"	""
"COHEN GH"	"Mcguire JL"	"0"	""
"COHEN GH"	"METZGER DS"	"0"	""
"COHEN GH"	"MONTANER L"	"0"	""
"COHEN GH"	"Moore JH"	"0"	""
"COHEN GH"	"morroni c"	"0"	""
"COHEN GH"	"O'doherty U"	"0"	""
"COHEN GH"	"OBRIEN CP"	"0"	""
"COHEN GH"	"ratcliffe s"	"0"	""
"COHEN GH"	"RILEY JL"	"0"	""
"COHEN GH"	"ROBERTSON ES"	"0"	""
"COHEN GH"	"ROSS R"	"0"	""
"COHEN GH"	"rutstein r"	"0"	""
"COHEN GH"	"sawinski d"	"0"	""
"COHEN GH"	"SCHNOLL RA"	"0"	""
"COHEN GH"	"schulman ln"	"0"	""
"COHEN GH"	"SCOTT PA"	"0"	""
"COHEN GH"	"SHAW GM"	"0"	""
"COHEN GH"	"shaw pa"	"0"	""
"COHEN GH"	"stallings v"	"0"	""
"COHEN GH"	"steenhoff ap"	"0"	""
"COHEN GH"	"stevens r"	"0"	""
"COHEN GH"	"su lf"	"0"	""
"COHEN GH"	"TEBAS P"	"0"	""
"COHEN GH"	"Teitelman A"	"0"	""
"COHEN GH"	"Tomescu C"	"0"	""
"COHEN GH"	"van duyne g"	"0"	""
"COHEN GH"	"VILLARRUEL A"	"0"	""
"COHEN GH"	"WEINER DB"	"0"	""
"COHEN GH"	"Weissman D"	"0"	""
"COHEN GH"	"WHERRY EJ"	"0"	""
"COHEN GH"	"Wood s"	"0"	""
"COHEN GH"	"WOODY GE"	"0"	""
"COHEN GH"	"YEHIA B"	"0"	""
"COHEN GH"	"YOU J"	"0"	""
"COHEN GH"	"Yuan Y"	"0"	""
"COHEN GH"	"ZETOLA N"	"0"	""
"COLLMAN R"	"DOUGLAS SD"	"0"	""
"COLLMAN R"	"DOWSHEN N"	"0"	""
"COLLMAN R"	"EISENBERG RJ"	"0"	""
"COLLMAN R"	"Eisenlohr L"	"0"	""
"COLLMAN R"	"EPPERSON CN"	"0"	""
"COLLMAN R"	"Evans DL"	"0"	""
"COLLMAN R"	"friedman hm"	"0"	""
"COLLMAN R"	"GHOSE T"	"0"	""
"COLLMAN R"	"GROSS R"	"3"	"28092381,25819674,24099566"
"COLLMAN R"	"grover s"	"0"	""
"COLLMAN R"	"HAHN BH"	"3"	"29659623,29588401,27903799"
"COLLMAN R"	"Hahn SM"	"0"	""
"COLLMAN R"	"HOXIE J"	"1"	"23824793"
"COLLMAN R"	"HUNTER CA"	"0"	""
"COLLMAN R"	"jarvis jn"	"0"	""
"COLLMAN R"	"JEMMOTT J"	"0"	""
"COLLMAN R"	"JEMMOTT L"	"0"	""
"COLLMAN R"	"JOHNSON PR"	"0"	""
"COLLMAN R"	"JORDAN-SCIUTTO K"	"0"	""
"COLLMAN R"	"JUNE CH"	"1"	"24597865"
"COLLMAN R"	"koenig h"	"0"	""
"COLLMAN R"	"Kohler HP"	"0"	""
"COLLMAN R"	"KOHLI RM"	"0"	""
"COLLMAN R"	"KOLSON D"	"1"	"26269184"
"COLLMAN R"	"kovaric cl"	"0"	""
"COLLMAN R"	"LANGLEBEN DD"	"0"	""
"COLLMAN R"	"LIEBERMAN PM"	"0"	""
"COLLMAN R"	"LIU C"	"2"	"28092381,24099566"
"COLLMAN R"	"Lo Re V"	"0"	""
"COLLMAN R"	"LOWENTHAL ED"	"0"	""
"COLLMAN R"	"Mcguire JL"	"0"	""
"COLLMAN R"	"METZGER DS"	"0"	""
"COLLMAN R"	"MONTANER L"	"0"	""
"COLLMAN R"	"Moore JH"	"0"	""
"COLLMAN R"	"morroni c"	"0"	""
"COLLMAN R"	"O'doherty U"	"0"	""
"COLLMAN R"	"OBRIEN CP"	"0"	""
"COLLMAN R"	"ratcliffe s"	"0"	""
"COLLMAN R"	"RILEY JL"	"1"	"29023549"
"COLLMAN R"	"ROBERTSON ES"	"0"	""
"COLLMAN R"	"ROSS R"	"0"	""
"COLLMAN R"	"rutstein r"	"0"	""
"COLLMAN R"	"sawinski d"	"0"	""
"COLLMAN R"	"SCHNOLL RA"	"0"	""
"COLLMAN R"	"schulman ln"	"0"	""
"COLLMAN R"	"SCOTT PA"	"0"	""
"COLLMAN R"	"SHAW GM"	"0"	""
"COLLMAN R"	"shaw pa"	"0"	""
"COLLMAN R"	"stallings v"	"0"	""
"COLLMAN R"	"steenhoff ap"	"0"	""
"COLLMAN R"	"stevens r"	"0"	""
"COLLMAN R"	"su lf"	"0"	""
"COLLMAN R"	"TEBAS P"	"1"	"24597865"
"COLLMAN R"	"Teitelman A"	"0"	""
"COLLMAN R"	"Tomescu C"	"0"	""
"COLLMAN R"	"van duyne g"	"0"	""
"COLLMAN R"	"VILLARRUEL A"	"0"	""
"COLLMAN R"	"WEINER DB"	"0"	""
"COLLMAN R"	"Weissman D"	"1"	"28251988"
"COLLMAN R"	"WHERRY EJ"	"0"	""
"COLLMAN R"	"Wood s"	"0"	""
"COLLMAN R"	"WOODY GE"	"0"	""
"COLLMAN R"	"YEHIA B"	"0"	""
"COLLMAN R"	"YOU J"	"0"	""
"COLLMAN R"	"Yuan Y"	"0"	""
"COLLMAN R"	"ZETOLA N"	"6"	"25958311,25772785,25047744,24789181,24443546,24431186"
"DOUGLAS SD"	"DOWSHEN N"	"0"	""
"DOUGLAS SD"	"EISENBERG RJ"	"0"	""
"DOUGLAS SD"	"Eisenlohr L"	"0"	""
"DOUGLAS SD"	"EPPERSON CN"	"0"	""
"DOUGLAS SD"	"Evans DL"	"5"	"28978797,27230663,26725193,25915168,24862330"
"DOUGLAS SD"	"friedman hm"	"0"	""
"DOUGLAS SD"	"GHOSE T"	"0"	""
"DOUGLAS SD"	"GROSS R"	"0"	""
"DOUGLAS SD"	"grover s"	"0"	""
"DOUGLAS SD"	"HAHN BH"	"0"	""
"DOUGLAS SD"	"Hahn SM"	"0"	""
"DOUGLAS SD"	"HOXIE J"	"0"	""
"DOUGLAS SD"	"HUNTER CA"	"0"	""
"DOUGLAS SD"	"jarvis jn"	"0"	""
"DOUGLAS SD"	"JEMMOTT J"	"0"	""
"DOUGLAS SD"	"JEMMOTT L"	"0"	""
"DOUGLAS SD"	"JOHNSON PR"	"0"	""
"DOUGLAS SD"	"JORDAN-SCIUTTO K"	"0"	""
"DOUGLAS SD"	"JUNE CH"	"0"	""
"DOUGLAS SD"	"koenig h"	"0"	""
"DOUGLAS SD"	"Kohler HP"	"0"	""
"DOUGLAS SD"	"KOHLI RM"	"0"	""
"DOUGLAS SD"	"KOLSON D"	"2"	"27273074,25776526"
"DOUGLAS SD"	"kovaric cl"	"0"	""
"DOUGLAS SD"	"LANGLEBEN DD"	"0"	""
"DOUGLAS SD"	"LIEBERMAN PM"	"0"	""
"DOUGLAS SD"	"LIU C"	"0"	""
"DOUGLAS SD"	"Lo Re V"	"0"	""
"DOUGLAS SD"	"LOWENTHAL ED"	"0"	""
"DOUGLAS SD"	"Mcguire JL"	"4"	"27273074,25776526,25540809,25355798"
"DOUGLAS SD"	"METZGER DS"	"0"	""
"DOUGLAS SD"	"MONTANER L"	"0"	""
"DOUGLAS SD"	"Moore JH"	"0"	""
"DOUGLAS SD"	"morroni c"	"0"	""
"DOUGLAS SD"	"O'doherty U"	"0"	""
"DOUGLAS SD"	"OBRIEN CP"	"0"	""
"DOUGLAS SD"	"ratcliffe s"	"0"	""
"DOUGLAS SD"	"RILEY JL"	"0"	""
"DOUGLAS SD"	"ROBERTSON ES"	"0"	""
"DOUGLAS SD"	"ROSS R"	"0"	""
"DOUGLAS SD"	"rutstein r"	"0"	""
"DOUGLAS SD"	"sawinski d"	"0"	""
"DOUGLAS SD"	"SCHNOLL RA"	"0"	""
"DOUGLAS SD"	"schulman ln"	"0"	""
"DOUGLAS SD"	"SCOTT PA"	"0"	""
"DOUGLAS SD"	"SHAW GM"	"0"	""
"DOUGLAS SD"	"shaw pa"	"0"	""
"DOUGLAS SD"	"stallings v"	"0"	""
"DOUGLAS SD"	"steenhoff ap"	"0"	""
"DOUGLAS SD"	"stevens r"	"0"	""
"DOUGLAS SD"	"su lf"	"0"	""
"DOUGLAS SD"	"TEBAS P"	"3"	"28978797,25915168,24862330"
"DOUGLAS SD"	"Teitelman A"	"0"	""
"DOUGLAS SD"	"Tomescu C"	"0"	""
"DOUGLAS SD"	"van duyne g"	"0"	""
"DOUGLAS SD"	"VILLARRUEL A"	"0"	""
"DOUGLAS SD"	"WEINER DB"	"0"	""
"DOUGLAS SD"	"Weissman D"	"0"	""
"DOUGLAS SD"	"WHERRY EJ"	"0"	""
"DOUGLAS SD"	"Wood s"	"0"	""
"DOUGLAS SD"	"WOODY GE"	"0"	""
"DOUGLAS SD"	"YEHIA B"	"0"	""
"DOUGLAS SD"	"YOU J"	"0"	""
"DOUGLAS SD"	"Yuan Y"	"0"	""
"DOUGLAS SD"	"ZETOLA N"	"0"	""
"DOWSHEN N"	"EISENBERG RJ"	"0"	""
"DOWSHEN N"	"Eisenlohr L"	"0"	""
"DOWSHEN N"	"EPPERSON CN"	"0"	""
"DOWSHEN N"	"Evans DL"	"0"	""
"DOWSHEN N"	"friedman hm"	"0"	""
"DOWSHEN N"	"GHOSE T"	"0"	""
"DOWSHEN N"	"GROSS R"	"1"	"29424777"
"DOWSHEN N"	"grover s"	"0"	""
"DOWSHEN N"	"HAHN BH"	"0"	""
"DOWSHEN N"	"Hahn SM"	"0"	""
"DOWSHEN N"	"HOXIE J"	"0"	""
"DOWSHEN N"	"HUNTER CA"	"0"	""
"DOWSHEN N"	"jarvis jn"	"0"	""
"DOWSHEN N"	"JEMMOTT J"	"0"	""
"DOWSHEN N"	"JEMMOTT L"	"0"	""
"DOWSHEN N"	"JOHNSON PR"	"0"	""
"DOWSHEN N"	"JORDAN-SCIUTTO K"	"0"	""
